-1.628168489531303942e-01;1.028892558364088716e-01;2.005709737298660422e-01;-8.319784947963576593e-02;-3.891351622465443194e-01;2.553642707531976197e-01;-1.043695076256085486e+00;-6.512591800497734562e-01;5.986300105300854657e-01;-5.885704510298698233e-01;3.312253861192591131e-01;5.596927608821625766e-01;-3.453749766723801518e-01;-6.245152902206786184e-04;-1.247352126219638119e-01
5.812946973762413982e-01;7.499781127430183991e-01;7.782417484408552522e-01;5.709321544790549874e-01;8.601935165449922094e-01;1.140064425196411158e+00;1.230344556633926389e+00;1.188412907322727419e+00;-3.422616618533935728e-01;9.054706201491573292e-02;6.735978742090767968e-01;2.070476447277136423e-01;6.509999659824042828e-01;-1.971732977763471506e-01;5.051534001124681206e-01
5.571914256162096013e-01;-1.499398715384003544e-01;1.873573177357341857e+00;7.518164643368705491e-01;8.601935165449922094e-01;9.375237813362753692e-02;1.238338345846637045e+00;1.196064539669780880e+00;7.478748964943612298e-01;1.417065061396351799e+00;-1.044977551862162068e-01;1.012727289311120327e+00;9.599877361534506770e-01;5.718352780493671794e-01;1.660181610506697991e-01
-4.789834051610601939e-01;4.462285791009706903e-01;4.780046555629740013e-01;-9.641609199206269132e-01;-3.891351622465443194e-01;1.087509832804329690e+01;-6.843538375397259510e-02;-8.400695151267076333e-02;8.920647972680856297e-03;-3.143655799961239117e-01;6.114407283929693820e-02;2.848119873551439585e-01;7.312833650686494102e-02;7.425039126903378861e-01;-7.638893864599909100e-02
5.166053272709817401e-01;3.073310925998872234e-01;3.505477390402125248e-01;-3.956180142281157663e-01;8.601935165449922094e-01;2.224696817931876236e+00;6.317589957296187997e-01;2.834319627646604278e-01;3.762374334212630345e-01;4.850671637935541902e-01;7.011998344227446944e-01;-6.937918075764042403e-01;8.381624864344608961e-01;3.014838112451530550e-01;1.733297923515432770e-01
4.190108659524468537e-01;1.290559169305674825e+00;1.353522153112909132e+00;4.628337394331289434e-01;2.109522195336528849e+00;8.584931896014900143e-01;1.117099209453861430e+00;6.851979461796042781e-01;1.146057892644109177e+00;5.528035204739708552e-01;1.252188801552898134e-01;1.610125021767754738e+00;1.686367100398034724e+00;1.456838070474339109e+00;1.336333461906706432e+00
8.693535824657040445e-01;-2.442117128718219454e-01;3.787158206374266478e-01;6.047220188463885426e-01;8.601935165449922094e-01;1.044727884518935335e-02;2.511053780768949806e-01;-5.841754008264236075e-01;-2.011279109958716560e-01;3.314163277253812656e-01;2.533285682659722204e-01;-1.272278432191306374e-01;8.102872174309626585e-01;4.771871856821032765e-01;7.141295376683285401e-01
-1.588403058577003257e+00;-5.017196161855654035e-02;-2.583460482826530069e-01;-6.140561205511352316e-01;8.601935165449922094e-01;-5.543612943304215834e-01;5.625676601707770702e-02;7.517543280278761175e-01;1.013015551273895032e-01;-1.010382570933463287e+00;-1.710555695846901342e-02;3.346001335495351614e-01;-6.193894171073994342e-02;-6.184068451471468331e-01;1.067528734482723063e-01
-3.161832475513550178e-01;5.509848027471450083e-01;-7.645140288331353506e-01;7.456240390021489084e-01;8.601935165449922094e-01;-1.228408800163117431e-01;-1.710666147193759812e-01;1.073752285693503561e+00;1.109399775538258970e+00;-1.437467342335851717e+00;5.712237392445886908e-01;-5.072462926744895073e-01;-7.671995966306129899e-01;-1.904774535092619014e-01;-9.078279913715541216e-01
1.719801048364726914e-01;-2.522689692202903178e+00;-5.757604714099220228e-02;-7.858169109942378938e-01;8.601935165449922094e-01;-7.343003087934479867e-01;5.625676601707770702e-02;5.709344044770930937e-01;1.109399775538258970e+00;-1.194925373391285683e+00;-7.287277425272590259e-01;-4.805733291593063811e-02;8.482989478902779323e-01;-3.988066458946051829e-01;-5.760599574754559082e-01
-7.607852066562094118e-01;-2.442117128718219454e-01;1.017201304835834014e-01;9.179748764076406387e-01;8.601935165449922094e-01;3.370032680558670557e-01;-1.707335680113310911e-02;7.043836999658086295e-01;1.155927385711068789e+00;6.241393936929612307e-01;-5.938940652615940508e-01;-8.270386039349145735e-01;4.952466754383730296e-02;3.545318494999815107e-01;-9.177795776432824681e-02
-1.527988047096261459e+00;-1.489163317400805431e+00;-1.123272451144027850e-01;-1.158779817607036078e+00;8.601935165449922094e-01;1.720591714647594361e-01;-1.459232438892613892e+00;-4.958041193227196719e-01;-1.194824728258014890e+00;-9.827011505647904599e-01;-3.372376808016991578e+00;1.064410765468207121e+00;-1.398931863294006206e+00;-8.769501109463003763e-01;-1.808799580243460881e+00
5.447420195729064663e-01;5.847880326051749789e-01;2.000305351945471433e+00;4.663182872923720690e-01;8.601935165449922094e-01;1.108408487466804537e+00;1.256019053237249938e+00;5.738839684043191003e-01;1.402664712385058188e+00;1.243675944801363897e+00;5.492759414793644268e-01;1.136946434202931178e+00;1.540030031994074067e+00;8.735131846578797488e-01;1.046998110548625460e+00
1.437461247799699748e+00;-3.621194983354631414e-01;1.478748499889969814e+00;7.039456501268932520e-01;8.601935165449922094e-01;2.253744350093598581e-01;1.571745970926769376e+00;1.196064539669780880e+00;1.539521682913563172e+00;1.092686379154055087e+00;8.276856925764074502e-01;3.863106019908144617e-01;1.498806361817357047e+00;1.000535461124621772e+00;1.323423898957301725e+00
1.341594689619025615e-01;-4.129988668011252417e-01;-1.413352036070054107e-01;-5.124511233021759038e-01;8.601935165449922094e-01;1.659888244756265285e+00;-8.444585161462295764e-01;-5.689025716039190772e-02;1.403247120465194731e-01;-7.051964357545643935e-02;-3.180703132802877864e+00;9.102077631903842114e-01;-3.651199588831909870e-01;1.141573490008350872e-01;-3.078215565253026864e-01
8.357251306982023120e-01;-6.382834420181207058e-01;-8.203941320296689321e-01;1.015717985143260449e-01;8.601935165449922094e-01;3.886524296146987023e-01;-1.101805739621460223e+00;9.258030764746315311e-03;3.409500709999778445e-02;6.726477874818742597e-01;-7.891704254394540374e-01;1.579165679820710988e+00;4.256790754839688828e-01;5.886333260392547784e-01;6.930540312719650764e-01
1.691230676978095593e+00;1.401064569713364572e+00;2.506473332495953166e+00;7.238526538417390244e-01;-3.891351622465443194e-01;-8.392647338968801662e-01;-6.843538375397259510e-02;1.697246458401851177e+00;1.915878351866955098e+00;1.836849238415792396e+00;2.969871950877868150e-01;6.079268953105825268e-01;1.925297977570872066e+00;1.383303481727527373e+00;2.038384404541329076e+00
1.417552845603780698e+00;9.219915845998075676e-01;1.048705371614769843e+00;8.363462930468675838e-01;8.601935165449922094e-01;5.119439765615871885e-01;8.140013684719232812e-01;6.562062027718931212e-01;5.045408432917373176e-01;1.458876239431121102e-01;6.645535892179496029e-01;7.505321623163457856e-01;5.085446148157811708e-01;7.936087493805055182e-01;8.824823474762431008e-01
1.084074839032230564e+00;-2.909194012933384241e-02;2.971182515664812507e-01;9.622548632778926692e-02;8.601935165449922094e-01;1.994774743895786795e+00;-2.823099712499810288e-01;2.928811722030346676e-01;-1.295383272275638098e-01;-2.005033007185638150e-01;-4.089847375949360875e-01;5.955029515941714369e-01;6.932110876162724811e-01;5.194726128308898572e-01;6.147811041989000858e-01
-7.976079318767614890e-01;8.533624208819614587e-01;-4.333533491756129119e-01;8.630536076379649035e-01;-3.891351622465443194e-01;8.085101300284271986e-01;-1.459232438892613892e+00;5.286531288209391777e-01;-1.468456991275942369e-01;4.375686483509872993e-01;7.666789224348758980e-01;-4.426728452084421894e-01;-1.110493037341302225e+00;-3.505575356810634591e-01;-1.360626710192383459e+00
8.780704983230167571e-01;1.260248527808070840e+00;-4.109486353487841193e-01;8.944166773874493437e-01;8.601935165449922094e-01;5.186083845046622898e-01;-2.278974599034894466e-01;1.303830417030948929e+00;7.342934609667725043e-01;9.540678073307903295e-01;5.646339256648553739e-01;5.596927608821625766e-01;-2.010237498902223835e-02;7.730618945948949383e-01;-6.900260759893829254e-01
-3.161832475513550178e-01;3.062353809096647964e-02;2.067374528754512275e-01;4.179512345974238929e-01;8.601935165449922094e-01;1.404032337351529269e-01;-8.530367569287372609e-01;6.391957410785935600e-01;-4.725389703372600003e-01;-6.968481157372656831e-01;2.965170110211012289e-01;-6.220435326141293686e-01;-7.456596160370014825e-01;-5.079238643775371154e-01;-5.781415304163508573e-01
-1.948255758893803757e-01;-2.442117128718219454e-01;2.843301301958803262e-01;4.274041755000211884e-01;-3.891351622465443194e-01;3.044050267441451851e-02;-4.379244964534735329e-01;3.975936087764322946e-01;-1.164476604813585031e-01;-8.917479122105778089e-01;8.496194207590597181e-01;-9.057482918987135034e-02;2.849456092881211822e-01;2.825603824788317509e-01;-1.816274874101439230e-01
1.084074839032230564e+00;3.987830188749962868e-01;5.753241079976199046e-01;4.657078212726002975e-01;8.601935165449922094e-01;-2.294714071055126148e-01;-1.648668589506325111e+00;3.506364545358864326e-01;2.222733415766934562e-01;2.451675672170766374e-01;7.875053715521597164e-01;5.414420073146523071e-01;4.585278704820630047e-01;2.535448000719653372e-01;3.791833267958208964e-01
1.719801048364726914e-01;6.688925882107862320e-01;2.918898727132925863e-01;9.292026305609217829e-01;-3.891351622465443194e-01;-2.061459793047499267e-01;-8.180639291231288635e-01;1.278018815688862331e+00;4.642169144753026111e-01;-2.095986245539852577e-01;8.461082903582779480e-01;-4.805733291593063811e-02;-2.037261912469978398e-01;-2.672836304007041308e-01;2.676977985791142989e-02
1.719801048364726914e-01;3.289739394698686925e-01;-6.078119681369369420e-01;2.411007485749440682e-01;-1.638463841038080959e+00;-4.593934811416020003e-01;-9.179862942820097294e-01;5.636206898412176036e-01;-1.471331668713567575e+00;-2.853929898491619488e-01;3.684482587521755725e-01;-1.196029732312327898e+00;-3.764028058607976623e-01;-1.208919328570919882e+00;-5.857592016043007277e-01
5.812946973762413982e-01;9.833544131835405544e-01;1.048705371614769843e+00;4.501360156734431350e-01;-1.638463841038080959e+00;2.736913925966540373e-01;5.433782961666211442e-01;-2.906064044479060859e-01;3.409500709999778445e-02;-8.917479122105778089e-01;7.602709295212554119e-01;-6.220435326141293686e-01;-6.998443531107043092e-02;-5.448904220596102466e-01;-2.713867160211397844e-01
1.719801048364726914e-01;1.401064569713364572e+00;-1.876798033576096980e+00;4.501360156734431350e-01;-3.891351622465443194e-01;-8.159393060961174227e-01;-6.843538375397259510e-02;5.931935359775821759e-01;2.222733415766934562e-01;1.996909480399700343e-01;4.054614250603973402e-01;-1.578687198777794176e+00;-9.518280017187146225e-01;-1.248748616309181214e+00;9.790438259905964724e-02
3.537964638341115076e-01;-2.051585278632846454e-01;-1.610885682994587717e-02;2.524846142244741576e-01;8.601935165449922094e-01;1.231700034413693023e+00;-3.837239708921876824e-01;5.774444597301950366e-02;1.447881450274660919e-01;-4.213001276198246048e-01;3.429502997398439224e-01;-4.307147993813964515e-01;-3.637813160214415364e-01;-7.151979039169514829e-01;-2.318201596665130926e-01
-1.138060342063746955e+00;3.289739394698686925e-01;-7.476650513252692809e-01;-4.450303065443617645e-01;-3.891351622465443194e-01;1.843159463190829461e+00;-1.375848764713712979e-01;2.865121686375074472e-01;-7.051770212013067640e-01;-8.624081579027673694e-01;1.751572791425731190e-01;-1.009872045923722705e+00;-8.346599754128039006e-01;-5.152259004628848560e-01;-4.091762377334252077e-01
3.651272759092337727e-01;-6.113074716256620134e-01;1.810833655103659123e-01;3.898933869602416169e-01;8.601935165449922094e-01;4.153100613869989410e-01;1.192873669699346273e+00;6.671442505927928091e-01;3.029211992095633965e-01;6.241393936929612307e-01;5.752865410628255072e-01;5.596927608821625766e-01;5.535413187145364899e-01;2.758280087831200822e-01;1.152067322348752310e+00
3.431634861784114143e-01;3.131875573551611835e-01;3.096033965158540568e-01;1.876956567662344255e-01;8.601935165449922094e-01;1.053427121936435507e+00;3.334804010615337044e-01;8.118746415319437748e-01;3.409500709999778445e-02;7.841996356768733689e-02;7.374110850036065257e-01;-7.058318651773721857e-03;6.474204771858077523e-01;6.853147382751696437e-01;6.249373114091190118e-01
2.009340477745712172e-01;5.582561334716203971e-01;1.011615975776037679e+00;1.400636154884966726e-02;8.601935165449922094e-01;2.670269846535789360e-01;1.498885912998418668e+00;3.623226561715728322e-01;8.495401641802376169e-02;4.435230338406244144e-01;2.741499685566560832e-02;-2.120533899725589311e-01;6.430356034099763418e-01;4.037431090016229684e-01;1.480378158072324646e-01
5.571914256162096013e-01;1.401064569713364572e+00;4.926598738549540779e-01;7.205918700298905577e-01;8.601935165449922094e-01;8.042356224747743143e-02;1.761182121540480594e+00;9.170079405992254129e-01;3.409500709999778445e-02;3.314163277253812656e-01;7.611011605933635238e-01;7.505321623163457856e-01;6.890903956766247784e-01;8.612079016251638075e-01;8.397730915758669923e-01
